"","x"
"28681","database"
"28682","tools"
"28683","techniques"
"28684","to"
"28685","uncover"
"28686","patterns"
"28687","and"
"28688","trends"
"28689","that"
"28690","will"
"28691","address"
"28692","end"
"28693","user"
"28694","needs"
"28695","ba"
"28696","or"
"28697","masters"
"28698","in"
"28699","statistics"
"28700","mathematics"
"28701","or"
"28702","computer"
"28703","science"
"28704","is"
"28705","preferred"
"28706","experience"
"28707","with"
"28708","attitudinal"
"28709","market"
"28710","research"
"28711","data"
"28712","experience"
"28713","using"
"28714","statistical"
"28715","computer"
"28716","languages"
"28717","r"
"28718","python"
"28719","slq"
"28720","etc"
"28721","to"
"28722","manipulate"
"28723","data"
"28724","and"
"28725","draw"
"28726","insights"
"28727","from"
"28728","large"
"28729","data"
"28730","sets"
"28731","application"
"28732","of"
"28733","advanced"
"28734","statistical"
"28735","techniques"
"28736","and"
"28737","concepts"
"28738","such"
"28739","as"
"28740","factor"
"28741","analysis"
"28742","logistic"
"28743","regression"
"28744","ols"
"28745","regression"
"28746","cluster"
"28747","analysis"
"28748","correspondence"
"28749","analysis"
"28750","discriminant"
"28751","analysis"
"28752","segmentation"
"28753","and"
"28754","structural"
"28755","equation"
"28756","modeling"
"28757","and"
"28758","experience"
"28759","with"
"28760","applications"
"28761","ability"
"28762","to"
"28763","address"
"28764","missing"
"28765","data"
"28766","run"
"28767","data"
"28768","corrections"
"28769","use"
"28770","weighting"
"28771","and"
"28772","calculate"
"28773","measures"
"28774","of"
"28775","reliability"
"28776","and"
"28777","validity"
"28778","minimum"
"28779","of"
"28780","4"
"28781","years"
"28782","experience"
"28783","manipulating"
"28784","data"
"28785","sets"
"28786","and"
"28787","building"
"28788","statistical"
"28789","models"
"28790","experience"
"28791","in"
"28792","a"
"28793","market"
"28794","research"
"28795","environment"
"28796","proficiency"
"28797","in"
"28798","structural"
"28799","equation"
"28800","modeling"
"28801","sem"
"28802","hiring"
"28803","lab"
"28804","career"
"28805","advice"
"28806","browse"
"28807","jobs"
"28808","browse"
"28809","companies"
"28810","salaries"
"28811","find"
"28812","certifications"
"28813","employer"
"28814","events"
"28815","work"
"28816","at"
"28817","indeed"
"28818","countries"
"28819","about"
"28820","help"
"28821","center"
"28822","do"
"28823","not"
"28824","sell"
"28825","my"
"28826","personal"
"28827","information"
"28828","privacy"
"28829","center"
"28830","apply"
"28831","hypothesis"
"28832","driven"
"28833","empirical"
"28834","research"
"28835","methods"
"28836","to"
"28837","sell"
"28838","side"
"28839","equity"
"28840","research"
"28841","embed"
"28842","with"
"28843","equity"
"28844","analyst"
"28845","teams"
"28846","for"
"28847","extended"
"28848","consultations"
"28849","to"
"28850","take"
"28851","hypotheses"
"28852","to"
"28853","data"
"28854","test"
"28855","hypotheses"
"28856","about"
"28857","how"
"28858","analysts"
"28859","views"
"28860","respond"
"28861","to"
"28862","new"
"28863","information"
"28864","and"
"28865","data"
"28866","develop"
"28867","teaching"
"28868","examples"
"28869","on"
"28870","applying"
"28871","empirical"
"28872","research"
"28873","techniques"
"28874","to"
"28875","the"
"28876","analysis"
"28877","of"
"28878","securities"
"28879","help"
"28880","to"
"28881","ingrain"
"28882","replicable"
"28883","statistical"
"28884","computing"
"28885","workflows"
"28886","and"
"28887","habits"
"28888","in"
"28889","the"
"28890","analyst"
"28891","teams"
"28892","partner"
"28893","with"
"28894","stakeholders"
"28895","across"
"28896","the"
"28897","company"
"28898","to"
"28899","support"
"28900","a"
"28901","test"
"28902","learn"
"28903","redeploy"
"28904","methodology"
"28905","ideally"
"28906","1"
"28907","4"
"28908","years"
"28909","experience"
"28910","designing"
"28911","and"
"28912","executing"
"28913","hypothesis"
"28914","driven"
"28915","empirical"
"28916","research"
"28917","projects"
"28918","research"
"28919","experience"
"28920","gained"
"28921","while"
"28922","earning"
"28923","a"
"28924","degree"
"28925","counts"
"28926","experience"
"28927","conducting"
"28928","research"
"28929","to"
"28930","inform"
"28931","business"
"28932","decisions"
"28933","would"
"28934","be"
"28935","a"
"28936","major"
"28937","plus"
"28938","baccaulaureate"
"28939","or"
"28940","masters"
"28941","degree"
"28942","with"
"28943","significant"
"28944","training"
"28945","in"
"28946","both"
"28947","empirical"
"28948","methods"
"28949","and"
"28950","social"
"28951","science"
"28952","significant"
"28953","experience"
"28954","or"
"28955","formal"
"28956","training"
"28957","in"
"28958","coding"
"28959","with"
"28960","r"
"28961","or"
"28962","python"
"28963","and"
"28964","an"
"28965","ability"
"28966","to"
"28967","work"
"28968","in"
"28969","ms"
"28970","excel"
"28971","intellectual"
"28972","curiosity"
"28973","and"
"28974","excellent"
"28975","communication"
"28976","skills"
"28977","teaching"
"28978","experience"
"28979","would"
"28980","be"
"28981","a"
"28982","major"
"28983","plus"
"28984","hiring"
"28985","lab"
"28986","career"
"28987","advice"
"28988","browse"
"28989","jobs"
"28990","browse"
"28991","companies"
"28992","salaries"
"28993","find"
"28994","certifications"
"28995","employer"
"28996","events"
"28997","work"
"28998","at"
"28999","indeed"
"29000","countries"
"29001","about"
"29002","help"
"29003","center"
"29004","do"
"29005","not"
"29006","sell"
"29007","my"
"29008","personal"
"29009","information"
"29010","privacy"
"29011","center"
"29012","translating"
"29013","marketing"
"29014","and"
"29015","business"
"29016","questions"
"29017","into"
"29018","data"
"29019","queries"
"29020","using"
"29021","distributed"
"29022","computing"
"29023","systems"
"29024","to"
"29025","access"
"29026","and"
"29027","manipulate"
"29028","big"
"29029","data"
"29030","sources"
"29031","conducting"
"29032","exploratory"
"29033","analysis"
"29034","to"
"29035","identify"
"29036","relevant"
"29037","insights"
"29038","and"
"29039","useful"
"29040","transformations"
"29041","applying"
"29042","quantitative"
"29043","techniques"
"29044","to"
"29045","uncover"
"29046","latent"
"29047","patterns"
"29048","in"
"29049","the"
"29050","data"
"29051","interpreting"
"29052","data"
"29053","analytical"
"29054","results"
"29055","and"
"29056","visuals"
"29057","to"
"29058","generate"
"29059","conclusions"
"29060","and"
"29061","recommendations"
"29062","testing"
"29063","scalable"
"29064","data"
"29065","pipelines"
"29066","or"
"29067","models"
"29068","for"
"29069","real"
"29070","time"
"29071","applications"
"29072","ensuring"
"29073","that"
"29074","analytic"
"29075","tasks"
"29076","and"
"29077","results"
"29078","meet"
"29079","established"
"29080","objectives"
"29081","and"
"29082","timelines"
"29083","sharing"
"29084","knowledge"
"29085","and"
"29086","conducting"
"29087","research"
"29088","to"
"29089","advance"
"29090","the"
"29091","collective"
"29092","knowledge"
"29093","and"
"29094","skills"
"29095","of"
"29096","our"
"29097","data"
"29098","science"
"29099","practice"
"29100","a"
"29101","bachelor’s"
"29102","or"
"29103","master’s"
"29104","degree"
"29105","in"
"29106","a"
"29107","quantitative"
"29108","field"
"29109","such"
"29110","as"
"29111","statistics"
"29112","mathematics"
"29113","econometrics"
"29114","operations"
"29115","research"
"29116","data"
"29117","science"
"29118","computer"
"29119","science"
"29120","engineering"
"29121","marketing"
"29122","or"
"29123","social"
"29124","science"
"29125","methods"
"29126","hands"
"29127","on"
"29128","experience"
"29129","analyzing"
"29130","data"
"29131","for"
"29132","patterns"
"29133","and"
"29134","insights"
"29135","hands"
"29136","on"
"29137","experience"
"29138","running"
"29139","basic"
"29140","statistical"
"29141","or"
"29142","machine"
"29143","learning"
"29144","procedures"
"29145","such"
"29146","as"
"29147","descriptive"
"29148","statistics"
"29149","hypothesis"
"29150","testing"
"29151","supervised"
"29152","or"
"29153","unsupervised"
"29154","learning"
"29155","hands"
"29156","on"
"29157","experience"
"29158","with"
"29159","python"
"29160","or"
"29161","r"
"29162","familiarity"
"29163","with"
"29164","sql"
"29165","linux"
"29166","and"
"29167","or"
"29168","distributed"
"29169","computing"
"29170","systems"
"29171","such"
"29172","as"
"29173","hadoop"
"29174","or"
"29175","aws"
"29176","preferred"
"29177","demonstrated"
"29178","interest"
"29179","in"
"29180","marketing"
"29181","analytic"
"29182","applications"
"29183","demonstrated"
"29184","self"
"29185","starter"
"29186","who"
"29187","thrives"
"29188","in"
"29189","a"
"29190","fast"
"29191","paced"
"29192","environment"
"29193","with"
"29194","flat"
"29195","structure"
"29196","hiring"
"29197","lab"
"29198","career"
"29199","advice"
"29200","browse"
"29201","jobs"
"29202","browse"
"29203","companies"
"29204","salaries"
"29205","find"
"29206","certifications"
"29207","employer"
"29208","events"
"29209","work"
"29210","at"
"29211","indeed"
"29212","countries"
"29213","about"
"29214","help"
"29215","center"
"29216","do"
"29217","not"
"29218","sell"
"29219","my"
"29220","personal"
"29221","information"
"29222","privacy"
"29223","center"
"29224","data"
"29225","analysis"
"29226","7"
"29227","years"
"29228","required"
"29229","bachelor's"
"29230","required"
"29231","bellevue"
"29232","wa"
"29233","required"
"29234","english"
"29235","required"
"29236","united"
"29237","states"
"29238","required"
"29239","bonuses"
"29240","one"
"29241","location"
"29242","health"
"29243","insurance"
"29244","dental"
"29245","insurance"
"29246","vision"
"29247","insurance"
"29248","retirement"
"29249","plan"
"29250","paid"
"29251","time"
"29252","off"
"29253","detail"
"29254","oriented"
"29255","would"
"29256","rather"
"29257","focus"
"29258","on"
"29259","the"
"29260","details"
"29261","of"
"29262","work"
"29263","than"
"29264","the"
"29265","bigger"
"29266","picture"
"29267","autonomous"
"29268","independent"
"29269","enjoys"
"29270","working"
"29271","with"
"29272","little"
"29273","direction"
"29274","high"
"29275","stress"
"29276","tolerance"
"29277","thrives"
"29278","in"
"29279","a"
"29280","high"
"29281","pressure"
"29282","environment"
"29283","hiring"
"29284","lab"
"29285","career"
"29286","advice"
"29287","browse"
"29288","jobs"
"29289","browse"
"29290","companies"
"29291","salaries"
"29292","find"
"29293","certifications"
"29294","employer"
"29295","events"
"29296","work"
"29297","at"
"29298","indeed"
"29299","countries"
"29300","about"
"29301","help"
"29302","center"
"29303","do"
"29304","not"
"29305","sell"
"29306","my"
"29307","personal"
"29308","information"
"29309","privacy"
"29310","center"
"29311","be"
"29312","responsible"
"29313","for"
"29314","design"
"29315","and"
"29316","beginning"
"29317","to"
"29318","end"
"29319","execution"
"29320","of"
"29321","pathgroup"
"29322","data"
"29323","science"
"29324","projects"
"29325","including"
"29326","interpreting"
"29327","business"
"29328","need"
"29329","munging"
"29330","wrangling"
"29331","data"
"29332","developing"
"29333","and"
"29334","validating"
"29335","predictive"
"29336","models"
"29337","and"
"29338","deploying"
"29339","completed"
"29340","solutions"
"29341","use"
"29342","advanced"
"29343","statistics"
"29344","data"
"29345","mining"
"29346","machine"
"29347","learning"
"29348","and"
"29349","deep"
"29350","learning"
"29351","techniques"
"29352","to"
"29353","deliver"
"29354","data"
"29355","driven"
"29356","insights"
"29357","for"
"29358","pathgroup"
"29359","project"
"29360","stakeholders"
"29361","work"
"29362","with"
"29363","internal"
"29364","teams"
"29365","and"
"29366","customers"
"29367","to"
"29368","understand"
"29369","challenges"
"29370","and"
"29371","create"
"29372","solutions"
"29373","inform"
"29374","the"
"29375","business"
"29376","strategic"
"29377","direction"
"29378","and"
"29379","identify"
"29380","opportunities"
"29381","produce"
"29382","a"
"29383","range"
"29384","of"
"29385","data"
"29386","driven"
"29387","visualizations"
"29388","dashboards"
"29389","reports"
"29390","presentations"
"29391","and"
"29392","provide"
"29393","insights"
"29394","relative"
"29395","to"
"29396","created"
"29397","data"
"29398","science"
"29399","products"
"29400","team"
"29401","with"
"29402","product"
"29403","managers"
"29404","and"
"29405","product"
"29406","owners"
"29407","to"
"29408","understand"
"29409","requirements"
"29410","and"
"29411","develop"
"29412","processes"
"29413","tools"
"29414","to"
"29415","monitor"
"29416","and"
"29417","analyze"
"29418","data"
"29419","accuracy"
"29420","and"
"29421","business"
"29422","performance"
"29423","process"
"29424","cleanse"
"29425","and"
"29426","verify"
"29427","the"
"29428","integrity"
"29429","of"
"29430","data"
"29431","used"
"29432","for"
"29433","analysis"
"29434","work"
"29435","with"
"29436","data"
"29437","analysts"
"29438","and"
"29439","database"
"29440","administrators"
"29441","to"
"29442","analyze"
"29443","extract"
"29444","normalize"
"29445","and"
"29446","label"
"29447","relevant"
"29448","data"
"29449","work"
"29450","with"
"29451","software"
"29452","developers"
"29453","and"
"29454","architects"
"29455","to"
"29456","help"
"29457","operationalize"
"29458","models"
"29459","into"
"29460","production"
"29461","in"
"29462","conjunction"
"29463","with"
"29464","data"
"29465","owners"
"29466","and"
"29467","department"
"29468","managers"
"29469","develop"
"29470","data"
"29471","models"
"29472","and"
"29473","protocols"
"29474","for"
"29475","solutions"
"29476","that"
"29477","provide"
"29478","advanced"
"29479","meaningful"
"29480","and"
"29481","actionable"
"29482","business"
"29483","insights"
"29484","support"
"29485","the"
"29486","transfer"
"29487","of"
"29488","knowledge"
"29489","to"
"29490","team"
"29491","members"
"29492","as"
"29493","appropriate"
"29494","perform"
"29495","all"
"29496","job"
"29497","responsibilities"
"29498","in"
"29499","alignment"
"29500","with"
"29501","the"
"29502","industry’s"
"29503","best"
"29504","security"
"29505","practices"
"29506","and"
"29507","regulatory"
"29508","guidelines"
"29509","to"
"29510","protect"
"29511","the"
"29512","confidentiality"
"29513","integrity"
"29514","and"
"29515","availability"
"29516","of"
"29517","protected"
"29518","health"
"29519","information"
"29520","and"
"29521","other"
"29522","sensitive"
"29523","company"
"29524","data"
"29525","become"
"29526","be"
"29527","familiar"
"29528","with"
"29529","and"
"29530","abide"
"29531","by"
"29532","the"
"29533","corporate"
"29534","compliance"
"29535","program"
"29536","and"
"29537","all"
"29538","corporate"
"29539","policies"
"29540","including"
"29541","the"
"29542","privacy"
"29543","and"
"29544","security"
"29545","policies"
"29546","bachelor’s"
"29547","degree"
"29548","in"
"29549","a"
"29550","highly"
"29551","quantitative"
"29552","field"
"29553","including"
"29554","applied"
"29555","math"
"29556","statistics"
"29557","computer"
"29558","science"
"29559","bioinformatics"
"29560","operations"
"29561","research"
"29562","or"
"29563","economics"
"29564","master’s"
"29565","degree"
"29566","preferred"
"29567","two"
"29568","to"
"29569","five"
"29570","years"
"29571","of"
"29572","job"
"29573","related"
"29574","experience"
"29575","preferred"
"29576","technical"
"29577","expertise"
"29578","with"
"29579","proven"
"29580","predictive"
"29581","modeling"
"29582","and"
"29583","machine"
"29584","learning"
"29585","skills"
"29586","knowledge"
"29587","of"
"29588","advanced"
"29589","statistical"
"29590","learning"
"29591","techniques"
"29592","and"
"29593","experience"
"29594","with"
"29595","applications"
"29596","experience"
"29597","working"
"29598","with"
"29599","complex"
"29600","data"
"29601","using"
"29602","advanced"
"29603","analytics"
"29604","techniques"
"29605","and"
"29606","software"
"29607","technologies"
"29608","to"
"29609","deliver"
"29610","and"
"29611","interpret"
"29612","valuable"
"29613","insights"
"29614","combination"
"29615","of"
"29616","deep"
"29617","technical"
"29618","skills"
"29619","along"
"29620","with"
"29621","business"
"29622","knowledge"
"29623","enough"
"29624","to"
"29625","interface"
"29626","with"
"29627","all"
"29628","domains"
"29629","and"
"29630","levels"
"29631","of"
"29632","the"
"29633","pathgroup"
"29634","organization"
"29635","experience"
"29636","using"
"29637","python"
"29638","r"
"29639","and"
"29640","databricks"
"29641","experience"
"29642","using"
"29643","ml"
"29644","libraries"
"29645","such"
"29646","as"
"29647","scikit"
"29648","learn"
"29649","caret"
"29650","mlr"
"29651","mllib"
"29652","experience"
"29653","with"
"29654","cloud"
"29655","technologies"
"29656","including"
"29657","aws"
"29658","and"
"29659","azure"
"29660","strong"
"29661","sql"
"29662","coding"
"29663","skills"
"29664","and"
"29665","the"
"29666","ability"
"29667","to"
"29668","manipulate"
"29669","data"
"29670","and"
"29671","draw"
"29672","insights"
"29673","from"
"29674","large"
"29675","datasets"
"29676","experience"
"29677","working"
"29678","effectively"
"29679","in"
"29680","a"
"29681","team"
"29682","based"
"29683","environment"
"29684","solid"
"29685","analytical"
"29686","approach"
"29687","to"
"29688","problem"
"29689","solving"
"29690","excellent"
"29691","written"
"29692","and"
"29693","verbal"
"29694","communication"
"29695","skills"
"29696","proven"
"29697","track"
"29698","record"
"29699","of"
"29700","delivery"
"29701","and"
"29702","execution"
"29703","data"
"29704","scientist"
"29705","2"
"29706","years"
"29707","required"
"29708","bachelor's"
"29709","preferred"
"29710","brentwood"
"29711","tn"
"29712","37027"
"29713","required"
"29714","united"
"29715","states"
"29716","preferred"
"29717","one"
"29718","location"
"29719","health"
"29720","insurance"
"29721","dental"
"29722","insurance"
"29723","vision"
"29724","insurance"
"29725","retirement"
"29726","plan"
"29727","paid"
"29728","time"
"29729","off"
"29730","hiring"
"29731","lab"
"29732","career"
"29733","advice"
"29734","browse"
"29735","jobs"
"29736","browse"
"29737","companies"
"29738","salaries"
"29739","find"
"29740","certifications"
"29741","employer"
"29742","events"
"29743","work"
"29744","at"
"29745","indeed"
"29746","countries"
"29747","about"
"29748","help"
"29749","center"
"29750","do"
"29751","not"
"29752","sell"
"29753","my"
"29754","personal"
"29755","information"
"29756","privacy"
"29757","center"
"29758","hiring"
"29759","lab"
"29760","career"
"29761","advice"
"29762","browse"
"29763","jobs"
"29764","browse"
"29765","companies"
"29766","salaries"
"29767","find"
"29768","certifications"
"29769","employer"
"29770","events"
"29771","work"
"29772","at"
"29773","indeed"
"29774","countries"
"29775","about"
"29776","help"
"29777","center"
"29778","do"
"29779","not"
"29780","sell"
"29781","my"
"29782","personal"
"29783","information"
"29784","privacy"
"29785","center"
"29786","design"
"29787","develop"
"29788","and"
"29789","maintain"
"29790","complex"
"29791","data"
"29792","fusion"
"29793","and"
"29794","entity"
"29795","resolution"
"29796","algorithms"
"29797","sitting"
"29798","at"
"29799","the"
"29800","core"
"29801","of"
"29802","our"
"29803","risk"
"29804","management"
"29805","offerings"
"29806","create"
"29807","novel"
"29808","search"
"29809","capabilities"
"29810","that"
"29811","leverage"
"29812","inverted"
"29813","indices"
"29814","bayesian"
"29815","inference"
"29816","and"
"29817","higher"
"29818","order"
"29819","clustering"
"29820","techniques"
"29821","develop"
"29822","etl"
"29823","systems"
"29824","and"
"29825","data"
"29826","pipelines"
"29827","to"
"29828","interface"
"29829","new"
"29830","data"
"29831","assets"
"29832","with"
"29833","our"
"29834","proprietary"
"29835","distributed"
"29836","data"
"29837","processing"
"29838","platform"
"29839","work"
"29840","closely"
"29841","with"
"29842","our"
"29843","engineers"
"29844","to"
"29845","integrate"
"29846","your"
"29847","innovations"
"29848","into"
"29849","our"
"29850","production"
"29851","systems"
"29852","support"
"29853","business"
"29854","decisions"
"29855","with"
"29856","ad"
"29857","hoc"
"29858","analysis"
"29859","as"
"29860","needed"
"29861","degree"
"29862","in"
"29863","computer"
"29864","science"
"29865","machine"
"29866","learning"
"29867","math"
"29868","statistics"
"29869","physics"
"29870","or"
"29871","related"
"29872","field"
"29873","strong"
"29874","background"
"29875","in"
"29876","c"
"29877","or"
"29878","another"
"29879","compiled"
"29880","strongly"
"29881","typed"
"29882","object"
"29883","oriented"
"29884","language"
"29885","experience"
"29886","working"
"29887","with"
"29888","large"
"29889","data"
"29890","sets"
"29891","for"
"29892","data"
"29893","mining"
"29894","analytics"
"29895","modeling"
"29896","experience"
"29897","with"
"29898","bash"
"29899","scripting"
"29900","in"
"29901","a"
"29902","linux"
"29903","environment"
"29904","bonus"
"29905","points"
"29906","experience"
"29907","with"
"29908","geospatial"
"29909","analytics"
"29910","and"
"29911","the"
"29912","ability"
"29913","to"
"29914","beat"
"29915","us"
"29916","at"
"29917","table"
"29918","tennis"
"29919","or"
"29920","pool"
"29921","linux"
"29922","1"
"29923","year"
"29924","preferred"
"29925","c"
"29926","1"
"29927","year"
"29928","preferred"
"29929","united"
"29930","states"
"29931","preferred"
"29932","will"
"29933","you"
"29934","require"
"29935","sponsorship"
"29936","in"
"29937","the"
"29938","future"
"29939","health"
"29940","insurance"
"29941","dental"
"29942","insurance"
"29943","vision"
"29944","insurance"
"29945","retirement"
"29946","plan"
"29947","paid"
"29948","time"
"29949","off"
"29950","parental"
"29951","leave"
"29952","hiring"
"29953","lab"
"29954","career"
"29955","advice"
"29956","browse"
"29957","jobs"
"29958","browse"
"29959","companies"
"29960","salaries"
"29961","find"
"29962","certifications"
"29963","employer"
"29964","events"
"29965","work"
"29966","at"
"29967","indeed"
"29968","countries"
"29969","about"
"29970","help"
"29971","center"
"29972","do"
"29973","not"
"29974","sell"
"29975","my"
"29976","personal"
"29977","information"
"29978","privacy"
"29979","center"
"29980","demonstrate"
"29981","in"
"29982","depth"
"29983","technical"
"29984","capabilities"
"29985","with"
"29986","the"
"29987","ability"
"29988","to"
"29989","support"
"29990","multiple"
"29991","work"
"29992","streams"
"29993","and"
"29994","drive"
"29995","assimilation"
"29996","of"
"29997","new"
"29998","techniques"
"29999","and"
"30000","solutions"
"30001","apply"
"30002","data"
"30003","and"
"30004","technical"
"30005","expertise"
"30006","in"
"30007","analysis"
"30008","data"
"30009","mining"
"30010","and"
"30011","visualization"
"30012","of"
"30013","data"
"30014","using"
"30015","business"
"30016","intelligence"
"30017","tools"
"30018","and"
"30019","data"
"30020","development"
"30021","platforms"
"30022","evaluate"
"30023","data"
"30024","quality"
"30025","using"
"30026","sql"
"30027","and"
"30028","data"
"30029","analysis"
"30030","techniques"
"30031","that"
"30032","improve"
"30033","client"
"30034","reporting"
"30035","capabilities"
"30036","participate"
"30037","in"
"30038","team"
"30039","problem"
"30040","solving"
"30041","efforts"
"30042","and"
"30043","offer"
"30044","ideas"
"30045","to"
"30046","solve"
"30047","client"
"30048","issues"
"30049","understand"
"30050","data"
"30051","needs"
"30052","and"
"30053","construct"
"30054","data"
"30055","pipelines"
"30056","for"
"30057","automating"
"30058","and"
"30059","accelerating"
"30060","data"
"30061","preparation"
"30062","bachelor's"
"30063","degree"
"30064","or"
"30065","master's"
"30066","degree"
"30067","in"
"30068","computer"
"30069","science"
"30070","mathematics"
"30071","information"
"30072","technology"
"30073","or"
"30074","stem"
"30075","related"
"30076","discipline"
"30077","or"
"30078","the"
"30079","equivalent"
"30080","combination"
"30081","of"
"30082","education"
"30083","training"
"30084","or"
"30085","work"
"30086","experience"
"30087","1"
"30088","years"
"30089","of"
"30090","experience"
"30091","working"
"30092","on"
"30093","analytics"
"30094","and"
"30095","business"
"30096","intelligence"
"30097","focused"
"30098","initiatives"
"30099","preferably"
"30100","in"
"30101","a"
"30102","consulting"
"30103","capacity"
"30104","1"
"30105","years"
"30106","of"
"30107","experience"
"30108","using"
"30109","python"
"30110","r"
"30111","or"
"30112","other"
"30113","languages"
"30114","to"
"30115","build"
"30116","statistical"
"30117","models"
"30118","or"
"30119","analyze"
"30120","data"
"30121","1"
"30122","years"
"30123","of"
"30124","experience"
"30125","in"
"30126","creating"
"30127","complex"
"30128","sql"
"30129","queries"
"30130","and"
"30131","functions"
"30132","data"
"30133","structures"
"30134","and"
"30135","strong"
"30136","analytical"
"30137","problem"
"30138","solving"
"30139","skills"
"30140","experience"
"30141","working"
"30142","with"
"30143","various"
"30144","self"
"30145","service"
"30146","business"
"30147","intelligence"
"30148","and"
"30149","data"
"30150","visualization"
"30151","tools"
"30152","such"
"30153","as"
"30154","tableau"
"30155","power"
"30156","bi"
"30157","business"
"30158","objects"
"30159","etc"
"30160","experience"
"30161","working"
"30162","in"
"30163","an"
"30164","agile"
"30165","based"
"30166","environment"
"30167","strong"
"30168","technical"
"30169","and"
"30170","troubleshooting"
"30171","techniques"
"30172","business"
"30173","intel"
"30174","dashboard"
"30175","rept"
"30176","perl"
"30177","powershell"
"30178","python"
"30179","sql"
"30180","hiring"
"30181","lab"
"30182","career"
"30183","advice"
"30184","browse"
"30185","jobs"
"30186","browse"
"30187","companies"
"30188","salaries"
"30189","find"
"30190","certifications"
"30191","employer"
"30192","events"
"30193","work"
"30194","at"
"30195","indeed"
"30196","countries"
"30197","about"
"30198","help"
"30199","center"
"30200","do"
"30201","not"
"30202","sell"
"30203","my"
"30204","personal"
"30205","information"
"30206","privacy"
"30207","center"
"30208","hiring"
"30209","lab"
"30210","career"
"30211","advice"
"30212","browse"
"30213","jobs"
"30214","browse"
"30215","companies"
"30216","salaries"
"30217","find"
"30218","certifications"
"30219","employer"
"30220","events"
"30221","work"
"30222","at"
"30223","indeed"
"30224","countries"
"30225","about"
"30226","help"
"30227","center"
"30228","do"
"30229","not"
"30230","sell"
"30231","my"
"30232","personal"
"30233","information"
"30234","privacy"
"30235","center"
"30236","hiring"
"30237","lab"
"30238","career"
"30239","advice"
"30240","browse"
"30241","jobs"
"30242","browse"
"30243","companies"
"30244","salaries"
"30245","find"
"30246","certifications"
"30247","employer"
"30248","events"
"30249","work"
"30250","at"
"30251","indeed"
"30252","countries"
"30253","about"
"30254","help"
"30255","center"
"30256","do"
"30257","not"
"30258","sell"
"30259","my"
"30260","personal"
"30261","information"
"30262","privacy"
"30263","center"
"30264","about"
"30265","benefits"
"30266","departments"
"30267","locations"
"30268","students"
"30269","inclusion"
"30270","view"
"30271","all"
"30272","jobs"
"30273","sign"
"30274","in"
"30275","you"
"30276","can"
"30277","continue"
"30278","your"
"30279","job"
"30280","search"
"30281","by"
"30282","selecting"
"30283","the"
"30284","view"
"30285","all"
"30286","jobs"
"30287","button"
"30288","click"
"30289","here"
"30290","to"
"30291","view"
"30292","and"
"30293","update"
"30294","your"
"30295","profile"
"30296","join"
"30297","our"
"30298","talent"
"30299","network"
"30300","and"
"30301","learn"
"30302","more"
"30303","about"
"30304","life"
"30305","inside"
"30306","indeed"
"30307","once"
"30308","a"
"30309","part"
"30310","of"
"30311","our"
"30312","talent"
"30313","network"
"30314","you"
"30315","can"
"30316","sign"
"30317","up"
"30318","for"
"30319","job"
"30320","alerts"
"30321","and"
"30322","be"
"30323","notified"
"30324","when"
"30325","jobs"
"30326","open"
"30327","up"
"30328","that"
"30329","match"
"30330","your"
"30331","interest"
"30332","bachelor’s"
"30333","or"
"30334","master’s"
"30335","degree"
"30336","in"
"30337","machine"
"30338","learning"
"30339","data"
"30340","science"
"30341","computer"
"30342","science"
"30343","mathematics"
"30344","statistics"
"30345","or"
"30346","a"
"30347","related"
"30348","field"
"30349","significant"
"30350","experience"
"30351","developing"
"30352","and"
"30353","knowledge"
"30354","of"
"30355","best"
"30356","practices"
"30357","for"
"30358","evaluating"
"30359","innovative"
"30360","scalable"
"30361","anomaly"
"30362","detection"
"30363","classification"
"30364","recommendation"
"30365","and"
"30366","related"
"30367","algorithms"
"30368","significant"
"30369","programming"
"30370","experience"
"30371","in"
"30372","python"
"30373","java"
"30374","scala"
"30375","or"
"30376","r"
"30377","experience"
"30378","with"
"30379","machine"
"30380","learning"
"30381","software"
"30382","libraries"
"30383","such"
"30384","as"
"30385","scikit"
"30386","learn"
"30387","and"
"30388","weka"
"30389","understanding"
"30390","of"
"30391","deep"
"30392","learning"
"30393","algorithms"
"30394","and"
"30395","experience"
"30396","with"
"30397","related"
"30398","libraries"
"30399","such"
"30400","as"
"30401","tensorflow"
"30402","torch"
"30403","and"
"30404","deeplearning4j"
"30405","a"
"30406","plus"
"30407","experience"
"30408","with"
"30409","big"
"30410","data"
"30411","tools"
"30412","such"
"30413","as"
"30414","apache"
"30415","spark"
"30416","mahout"
"30417","or"
"30418","storm"
"30419","a"
"30420","plus"
"30421","experience"
"30422","with"
"30423","nlp"
"30424","natural"
"30425","language"
"30426","processing"
"30427","a"
"30428","plus"
"30429","ability"
"30430","to"
"30431","communicate"
"30432","algorithm"
"30433","design"
"30434","performance"
"30435","metrics"
"30436","and"
"30437","data"
"30438","analyses"
"30439","in"
"30440","written"
"30441","and"
"30442","oral"
"30443","reports"
"30444","us"
"30445","citizenship"
"30446","required"
"30447","applicants"
"30448","selected"
"30449","will"
"30450","be"
"30451","subject"
"30452","to"
"30453","a"
"30454","security"
"30455","investigation"
"30456","and"
"30457","will"
"30458","need"
"30459","to"
"30460","meet"
"30461","eligibility"
"30462","requirements"
"30463","for"
"30464","access"
"30465","to"
"30466","classified"
"30467","information"
"30468","hiring"
